Tweets,Relevance
"Wed Mar 04 20:10:31 +0000 2015 Pls report to  by calling/reporting here:  MT  ""111 w 57 st nyc contractor has block st for weeks""",Non-Relevant
Wed Mar 04 20:02:55 +0000 2015 Reminder: DOT's Safety Ed team will hold CPS tech cert training 4/14-4/17 at Access Safety City. Register now!,Non-Relevant
Wed Mar 04 20:02:34 +0000 2015  Please report an issue with an  bus stop to  by calling or reporting online here:,Non-Relevant
Wed Mar 04 20:00:02 +0000 2015  Pls feel free to share your complaint with  here:,Non-Relevant
"Wed Mar 04 15:32:06 +0000 2015  Please feel free to share your transportation suggestion to DOT's Borough Commissioner's office, here's how:",Non-Relevant
Wed Mar 04 15:24:22 +0000 2015      - Please report overpass location to  ,Non-Relevant
"Wed Mar 04 15:04:47 +0000 2015 Pls report bike lane needing snow/ice removal to  MT  ""...plow the 1st Ave bike lane...""",Relevant
Wed Mar 04 14:52:03 +0000 2015  Pls report these conditions to  - This account is not monitored 24/7.,Relevant
Wed Mar 04 14:51:16 +0000 2015  Request DSNY roadway re-plowing/re-spreading to   &amp; report ice on sidewalk,Non-Relevant
Wed Mar 04 14:45:49 +0000 2015  Traffic agents are NYPD. Pls call 911 to report reckless driving,Non-Relevant
Wed Mar 04 14:44:53 +0000 2015  Pls contact local NYPD precinct regarding traffic agents,Non-Relevant
Tue Mar 03 23:30:40 +0000 2015  Pls check with  or follow winter weather updates here:,Non-Relevant
"Tue Mar 03 21:53:15 +0000 2015  suspended tomorrow, Wed, March 4 due to snow operations. Also suspended Thurs, March 5 for Purim. Meters remain in effect.",Relevant
Tue Mar 03 18:45:09 +0000 2015 Deputy Comm Ryan Russo speaks about the impact of truck traffic on pedestrian and bicyclist safety,Non-Relevant
"Tue Mar 03 17:32:21 +0000 2015 Pls report meter # to   - MT  ""all muni-meters by  not accepting card payments""",Non-Relevant
Tue Mar 03 16:40:35 +0000 2015  Qns-bd Lower Roadway lane closure 3/10-6/7 to repair wearing surface: M-F 12:01-5am &amp; Sat 1am-10am,Relevant
"Tue Mar 03 14:58:38 +0000 2015 MT  DSNY will be using reverse plows, x-walk plows, front end loaders &amp; spreaders to loosen encrusted ice from parking lanes",Non-Relevant
"Tue Mar 03 14:56:18 +0000 2015  is in effect today, March 3, to allow DSNY crews to clear encrusted snow/ice from parking lanes in ASP areas.",Non-Relevant
"Mon Mar 02 22:04:51 +0000 2015  In case you missed our RT at 4:30pm today:  "" rules are in effect on Tue, March 3.""",Non-Relevant
Mon Mar 02 20:29:55 +0000 2015   Thx for letting us know. Pls report damaged street sign to  by calling/reporting here,Non-Relevant
Mon Mar 02 20:23:31 +0000 2015  Please report traffic signal outage by calling,Non-Relevant
"Mon Mar 02 18:39:19 +0000 2015 Marcus Trappaud Bjorn ""The Faces on the Ferry"" portraits on    ",Non-Relevant
Mon Mar 02 14:45:54 +0000 2015    During winter events you can track  snow removal progress at,Non-Relevant
Mon Mar 02 14:42:48 +0000 2015  Pls share your resurfacing request with  by calling/reporting online here:,Non-Relevant
Mon Mar 02 14:40:08 +0000 2015     Please report sidewalk snow removal request to  here:,Non-Relevant
Mon Mar 02 14:36:55 +0000 2015  Track  snow removal progress here  Snow removal request to  ,Non-Relevant
"Mon Mar 02 12:56:04 +0000 2015 Due to weather conditions the  Pedestrian Bridge closure over  is POSTPONED until at least Wednesday, March 4.",Relevant
"Sun Mar 01 20:59:18 +0000 2015  will be suspended Monday, March 2nd due to snow operations. Meters remain in effect.",Relevant
"Sun Mar 01 20:18:42 +0000 2015 Pls report to  by DM, app or calling MT  ""Bedford &amp; Gates ave (NE corner) please. There's 6 potholes there. Please patch""",Non-Relevant
"Sun Mar 01 17:48:50 +0000 2015  pothole,  on Sunday, Sunday,  ",Non-Relevant
Sat Feb 28 22:43:06 +0000 2015  Pls report condition to  by calling or online,Non-Relevant
Sat Feb 28 22:39:10 +0000 2015  Thx for letting us know!,Non-Relevant
"Sat Feb 28 22:38:56 +0000 2015 Pls report to  so  is notified. MT  ""black ice on GCP w/b left lane on tunnel. Past northern blvd exit.Water leak""",Non-Relevant
Fri Feb 27 20:39:45 +0000 2015 Due to prevailing weather conditions  Pedestrian Bridge over  closure may not begin 3/2. Will tweet update Mon AM.,Relevant
"Fri Feb 27 19:13:37 +0000 2015 Overnight detour to Mn-bound traffic on  tonight (2/27), midnight-7am Sat. No closures Sat/Sun PMs.",Relevant
Fri Feb 27 19:00:52 +0000 2015   Follow  for ASP suspension updates &amp; contact  regarding paying a parking ticket,Non-Relevant
Fri Feb 27 00:27:53 +0000 2015 Talking  with Fox's  ,Non-Relevant
"Thu Feb 26 22:20:53 +0000 2015  will be suspended tomorrow, Friday, Feb 27, due to cold weather conditions. Parking meters will remain in effect.",Relevant
Thu Feb 26 16:45:35 +0000 2015   The 8:30am  from  was cancelled due to ice. The  is running on schedule now.,Relevant
Thu Feb 26 15:47:34 +0000 2015       -  is NYC's official method for reporting service requests,Non-Relevant
"Thu Feb 26 14:47:09 +0000 2015 Please report to  so appropriate agency is contacted: MT  ""s/b Grand Concourse/165th. Pot sinkhole""  ",Non-Relevant
"Thu Feb 26 14:45:10 +0000 2015  Thanks for the suggestion, please share it with DOT here:",Non-Relevant
Wed Feb 25 22:37:39 +0000 2015 Catching a glimpse of the  before the sun sets on this cold day,Non-Relevant
"Wed Feb 25 21:58:14 +0000 2015    is in effect today 2/25, and suspended tomorrow 2/26.",Relevant
"Wed Feb 25 21:51:54 +0000 2015  will be suspended tomorrow, Thurs Feb. 26 due to cold weather conditions. Meters will remain in effect.",Relevant
Wed Feb 25 21:48:02 +0000 2015   Winds have recently torn at flags; unsafe to conduct routine flag replacement bc wind/snow/ice. Will replace when safer,Non-Relevant
"Wed Feb 25 19:15:42 +0000 2015 On 3/7 at 10 am, meet the  at 39th &amp; Broadway for a tour of  newest sculptures  ",Non-Relevant
Wed Feb 25 18:35:47 +0000 2015   is in effect to allow DSNY crews to clear encrusted snow and ice from parking lanes in ASP areas,Non-Relevant
Wed Feb 25 18:29:44 +0000 2015  Thx for the info: please report to  by calling or reporting online here:,Non-Relevant
Wed Feb 25 16:22:56 +0000 2015   &amp; meters are in effect today. You may view parking regulations by location on this map:,Non-Relevant
"Wed Feb 25 16:03:59 +0000 2015 Please be sure to report this to  - MT  ""brand new H2o main feeding 80 chambers burst.  Flood, no heat, no hot water""",Non-Relevant
"Wed Feb 25 15:59:56 +0000 2015   Please call  to report the location so that the appropriate agency may be contacted, thanks!",Non-Relevant
Wed Feb 25 15:58:23 +0000 2015   is in effect today to allow DSNY crews to clear encrusted snow and ice from parking lanes in ASP areas,Non-Relevant
"Wed Feb 25 14:30:55 +0000 2015 The  pedestrian bridge will be CLOSED for 3 months beginning March 2, more info:",Relevant
"Tue Feb 24 22:19:41 +0000 2015  Not as open data set, but visit  View for info:",Non-Relevant
Tue Feb 24 18:42:06 +0000 2015  Pls call 911 to report dangerous or reckless driving,Non-Relevant
Tue Feb 24 03:58:18 +0000 2015   Pls call 911 for emergencies &amp;  for service requests per NYC Social Media Policy,Non-Relevant
Tue Feb 24 02:10:15 +0000 2015     Pls call  to report condition asap,Non-Relevant
"Tue Feb 24 02:09:46 +0000 2015 Pls report to  by calling asap MT  ""stoplight out at Lenox and Rogers w/a stop sign laying on the ground""",Non-Relevant
Mon Feb 23 22:19:57 +0000 2015 Make sure your child's car seat is installed correctly. Call 212-839-4750 to schedule demo with trained  tech,Non-Relevant
"Mon Feb 23 18:57:45 +0000 2015  will be suspended Tuesday, Feb. 24, 2015 to facilitate snow removal. Meters remain in effect.",Non-Relevant
"Mon Feb 23 15:59:59 +0000 2015 A hint of spring is popping up on    thx to artist Ruth Hofheimer,  &amp;  ",Non-Relevant
Mon Feb 23 15:43:41 +0000 2015  Pls check with  regarding vehicle booting. More info here:,Non-Relevant
Mon Feb 23 15:41:21 +0000 2015  Pls feel free to share your suggestion with us here:,Non-Relevant
Mon Feb 23 15:39:01 +0000 2015     Pls call 911 to report reckless driving.,Non-Relevant
"Mon Feb 23 15:37:08 +0000 2015 Pls report pothole location to  MT  ""pls work on  northbound btn Canal and Houston. Massive  everywhere""",Non-Relevant
Mon Feb 23 15:35:49 +0000 2015   Pls call  to report location. Jurisdiction of bike lane clearing varies depending on the lane.,Non-Relevant
Mon Feb 23 15:34:59 +0000 2015  Pls feel free to share your transportation-related suggestions with us here:,Non-Relevant
Mon Feb 23 15:33:54 +0000 2015   FYI: During winter storms you are able to follow  snow removal progress at,Non-Relevant
Mon Feb 23 15:33:00 +0000 2015     You may share your  complaint with  here,Non-Relevant
Mon Feb 23 15:30:57 +0000 2015  Pls report pothole locations to,Non-Relevant
Mon Feb 23 15:18:28 +0000 2015   During winter weather you can follow  snow removal progress at,Non-Relevant
Mon Feb 23 14:53:37 +0000 2015  - Call  to report traffic signal (vehicle stoplight) conditions.,Non-Relevant
Mon Feb 23 14:49:12 +0000 2015    Pls report issue to  by calling 311 or reporting online:  (tweets not monitored 24/7),Non-Relevant
"Sun Feb 22 18:31:02 +0000 2015 Reminder  northbound ex 19 to E125th St fully closed Mon 2/23, 9am  Detour:",Relevant
"Fri Feb 20 21:25:03 +0000 2015  Temp markings were installed after repaving, too cold to add thermoplastic markings. Project to be completed in warmer weather.",Non-Relevant
Fri Feb 20 19:48:57 +0000 2015  Pls send your  request to our Queens Boro Commissioner's office!,Non-Relevant
"Fri Feb 20 17:39:01 +0000 2015 Mid-block crashes account for 45% of  pedestrian fatalities, compared to 1/3rd of ped fatalities across the entire city.",Non-Relevant
"Fri Feb 20 16:17:12 +0000 2015 SI Ped Safety Action Plan ID's 16 priority corridors, 17 intersections &amp; 7.5 sq miles of priority areas.  ",Non-Relevant
Fri Feb 20 16:09:30 +0000 2015  Overnight detour to Mn-bound traffic Fri 2/20 PM. No closure Sat/Sun nights.  ,Relevant
Fri Feb 20 16:03:49 +0000 2015 46% of issues shared online focus on speeding &amp; failure to yield to pedestrians as top SI safety issues.  ,Non-Relevant
Fri Feb 20 15:52:58 +0000 2015 From SI Ped Safety Action Plan: 93% of workshop attendees ID speeding as a major problem for ped safety  ,Non-Relevant
Fri Feb 20 15:50:48 +0000 2015 The   Pedestrian Safety Action Plan is available now:  ,Non-Relevant
Fri Feb 20 14:50:38 +0000 2015   We'll check w  re the form. You may also contact DOT's Boro Comm for Bx here:,Non-Relevant
Fri Feb 20 14:29:37 +0000 2015    - Please call  to report the location where the sidewalk is blocked.,Non-Relevant
"Fri Feb 20 12:03:00 +0000 2015 Due to a mechanical difficulty, the  will be operating on a modified schedule during AM rush hour (boats approx. every 20 min)",Non-Relevant
"Fri Feb 20 00:02:31 +0000 2015  or  - whichever way you tweet it, we want to hear from you too!  ",Non-Relevant
Thu Feb 19 23:29:31 +0000 2015 Hosting a  Workshop w/  CB4 tonight! 484 Knickerbocker Ave. 6-7:30pm,Non-Relevant
Thu Feb 19 21:57:54 +0000 2015   Please feel free to share your suggestion with DOT's Borough Commissioner's office:,Non-Relevant
Thu Feb 19 21:51:24 +0000 2015 Tomorrow 2/20 is the Barrier Beautification application DEADLINE. Apply NOW to beautify NYC!  ,Non-Relevant
"Thu Feb 19 21:22:10 +0000 2015  is suspended tmrw, Fri 2/20 &amp; Sat 2/21. Meters remain in effect.",Relevant
Thu Feb 19 20:13:04 +0000 2015 Movable bridge operations will be suspended for marine vessels 6PM-6AM due to freezing temperatures. Bridges will remain open to motorists.,Relevant
"Thu Feb 19 16:37:37 +0000 2015  boro plan ID's 49 priority corridors, 91 intersections &amp; 17.7 Sq miles of priority areas.",Non-Relevant
Thu Feb 19 16:34:20 +0000 2015 58% of workshop attendees think speed cameras &amp; red light cameras should be used to combat aggressive driving  ,Non-Relevant
Thu Feb 19 16:31:34 +0000 2015 Unveiling  Ped Safety Action Plan w/  CM  &amp; CM Maisel w  students,Non-Relevant
Thu Feb 19 15:52:27 +0000 2015 About to unveil  Pedestrian Safety Action Plan w/NYPD. Thx to our hosts  for the cards!,Non-Relevant
Thu Feb 19 15:12:13 +0000 2015 Dreaming of  on this bitter cold   ,Non-Relevant
"Wed Feb 18 23:31:03 +0000 2015 Catch up on the Queens, Manhattan &amp; Bronx  Pedestrian Safety Action Plans here!  ",Non-Relevant
"Wed Feb 18 23:02:44 +0000 2015   Sure do! Here's the link for Qns, Mn &amp; Bx:",Non-Relevant
Wed Feb 18 22:18:32 +0000 2015  Please call  to report a traffic signal condition,Non-Relevant
"Wed Feb 18 20:05:02 +0000 2015 RT   team is back after melting over 10,000 cubic yards of snow in  ",Non-Relevant
Wed Feb 18 19:34:25 +0000 2015 A far greater share of pedestrian fatalities occur from 12-6am in the  (31%) compared across all boroughs (21%),Non-Relevant
Wed Feb 18 19:26:19 +0000 2015 DOT &amp; NYPD are joined by  &amp;  to discuss  Pedestrian Safety Action Plan,Non-Relevant
Wed Feb 18 19:19:45 +0000 2015 85% of the  pedestrian fatalities involve dangerous driver choices.,Non-Relevant
"Wed Feb 18 19:17:46 +0000 2015 Seniors make up 12% of the Bronx's pop, but 36% of its pedestrian fatalities",Non-Relevant
Wed Feb 18 19:15:02 +0000 2015 Unveiling  Pedestrian Safety Action Plan at local senior center,Non-Relevant
Wed Feb 18 17:31:06 +0000 2015 Expect  lane closures under  on 2/19+2/24 (11pm-5am) to repair cap beams; weather permitting,Relevant
"Wed Feb 18 16:39:21 +0000 2015 Manhattan Plan features 17 Priority Corridors, 66 Intersections, 6sq mi Areas, with engineering plan to proactively design for ped safety",Non-Relevant
Wed Feb 18 16:26:38 +0000 2015 11% of Manhattan - included in the 17 Priority Corridors - account for 50% of total pedestrian KSI.,Non-Relevant
"Wed Feb 18 16:19:36 +0000 2015 Trucks are 2x as likely to be involved in pedestrian fatalities in Manhattan, compared to other boroughs",Non-Relevant
Wed Feb 18 16:18:05 +0000 2015  &amp;  unveil Manhattan Pedestrian Safety Action Plan w/   ,Non-Relevant
"Wed Feb 18 16:02:02 +0000 2015  will be suspended tomorrow, 2/19 for the Asian Lunar New Year. Meters remain in effect.",Relevant
Wed Feb 18 16:01:03 +0000 2015 About to unveil the Manhattan Pedestrian Safety Action Plan in lower Manhattan - press conf starting soon!,Non-Relevant
Wed Feb 18 15:58:44 +0000 2015      She's (The John J. Marchi) headed back to us after being up on dry-dock!,Non-Relevant
Wed Feb 18 15:16:57 +0000 2015   NYPD/other agencies from time to time conduct show of force to demo they are here when needed. No need to be nervous,Non-Relevant
Wed Feb 18 14:40:09 +0000 2015  Please contact  regarding an issue on their bus or subway.,Non-Relevant
Wed Feb 18 14:31:28 +0000 2015 Reminder:   artists/designers please apply by 2/20!  ,Non-Relevant
"Wed Feb 18 14:18:29 +0000 2015  Hi there, were you traveling via bus/subway? If so, learn about accessibility options offered by  ",Non-Relevant
"Wed Feb 18 14:16:18 +0000 2015  Without knowing the exact location, I'd suggest calling local police precinct to inquire about the temporary redirection",Non-Relevant
"Tue Feb 17 20:32:12 +0000 2015 Swing by  to hear Don Witter Jr., a  artist performing now at  ",Non-Relevant
Tue Feb 17 20:28:59 +0000 2015  Park+pay at metered commercial parking. Commercial vehicles can only stay for the posted time of 3hours,Non-Relevant
Tue Feb 17 19:48:09 +0000 2015  &amp;  unveiled  Pedestrian Safety Action Plan today. Here it is!  ,Non-Relevant
Tue Feb 17 19:06:58 +0000 2015     Pls contact our Queens Boro Commissioner's office,Non-Relevant
Tue Feb 17 18:48:35 +0000 2015  You may track  snow plows online here,Non-Relevant
Tue Feb 17 18:45:15 +0000 2015  Apologies for not responding sooner; the  has been back on its regular schedule since 8am this morning.,Non-Relevant
Tue Feb 17 18:28:49 +0000 2015  Stay tuned: The other borough's Pedestrian Safety Action Plans will be released this week!,Non-Relevant
Tue Feb 17 17:20:53 +0000 2015  suspended Wed 2/18 &amp; Thur 2/19. Meters remain in effect.,Relevant
